Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
VDR 23849224 ChIP-Seq CD4+ Human,21/1811,0.269822086,0.514432088,0,0,1.18039387,1.54630709,KDM4A;NARF;DGAT1;TRIP4;SLC2A3;GIMAP5;VPS37B;DHRS1;CENPA;CLN3;GLIPR1;DOK2;RNF125;PRPF18;RNF138;CHMP1B;ORMDL3;PMVK;EPSTI1;CIR1;CDK5RAP3
STAT1 20625510 ChIP-Seq HELA Human,7/523,0.269970559,0.514432088,0,0,1.355464514,1.774902662,DUSP5;SNX2;RAET1E;NPC2;NUCB1;PLEKHO2;SLAMF1
SALL4 22934838 ChIP-ChIP CD34+ Human,13/1067,0.27111328,0.515257175,0,0,1.236430608,1.613812153,ENTPD1;HIP1;HIP1R;ARHGAP18;SLC2A3;LITAF;SYTL2;HSD11B1;RGS3;ID2;EFHD2;OSTF1;JAK2
NANOG 18692474 ChIP-Seq MEFs Mouse,18/1533,0.272864722,0.516268456,0,0,1.193667718,1.550310723,ENTPD1;ITGB3;ITPR1;HIP1R;GSTT2;SLC2A3;TEX2;CENPA;OAZ2;HSD11B1;PINK1;RNF125;RNF138;ID2;CHMP1B;NCK2;OSTF1;S100A10
P63 26484246 Chip-Seq KERATINOCYTES Human,19/1627,0.273162329,0.516268456,0,0,1.187597922,1.541132819,DUSP5;FAM89B;CSF1;CITED2;SH2D1A;ABCB9;SLA2;HSD11B1;TPST2;GNA15;RGS3;ID2;PMVK;IL2RB;PXMP4;RIN3;ASB2;S100A11;SNTB2
ATF3 27146783 Chip-Seq COLON Human,19/1628,0.274048305,0.516268456,0,0,1.186794584,1.536247309,KDM4A;NARF;GIMAP5;FOXO3;ACTG1;LPCAT4;ID2;CHMP1B;SESN1;ORMDL3;S100A6;RIN3;SNX9;JAK2;ASB2;ATF6;VAMP5;CDK5RAP3;S100A10
NR3C1 21868756 ChIP-Seq MCF10A Human,11/887,0.274962489,0.516268456,0,0,1.257302312,1.623328908,VAMP8;DUSP5;HIP1;WIPF1;CITED2;PMVK;HPCAL1;SLA;CTSD;SORL1;SYTL2
STAT3 22323479 ChIP-Seq MACROPHAGE Mouse,Jan-32,0.275200954,0.516268456,0,0,3.204571243,4.134709927,RIN3
SA1 27219007 Chip-Seq Bcells Human,19/1633,0.278494269,0.521100101,0,0,1.182792828,1.512032437,DUSP5;CSF1;DTX1;PPM1J;CLN3;PSTPIP1;GNA15;PRPF18;EHBP1L1;PMVK;S100A6;EFHD2;S100A4;PLEKHO2;GBP2;ASB2;S100A11;S100A10;TMEM229B
SETDB1 19884257 ChIP-Seq MESCs Mouse,19/1634,0.279386641,0.521425967,0,0,1.18199545,1.50723172,ARHGAP18;GSTT2;ABCB9;CROT;TEX2;FOXO3;CENPA;SNX20;ACTG1;PINK1;RNF125;IRAK2;ID2;ZYX;ANO10;PXMP4;SNX9;PLEKHO2;MYO1F
HOXC9 25013753 ChIP-Seq NEUROBLASTOMA BE2-C Human,19/1639,0.283864104,0.528423947,0,0,1.178023327,1.483437258,DUSP5;APLP2;ITPR1;TRIP4;TRAFD1;ARHGAP18;SLC2A3;RHOC;CENPA;LZTFL1;RAP1B;CLN3;PRPF18;HLTF;RANBP10;PXMP4;BAK1;JAK2;ATF6
NELFA 20434984 ChIP-Seq ESCs Mouse,17/1454,0.286519286,0.532002561,0,0,1.187092873,1.483806061,NMB;TPI1;CITED2;APLP2;ITPR1;SLC2A3;CROT;TEX2;HIF1A;CENPA;ASRGL1;TPST2;NPC2;ORMDL3;RANBP10;BID;SIPA1
EBNA1 20929547 Chip-Seq RAJI-cells Human,18/1553,0.291288505,0.538665761,0,0,1.176826431,1.451546059,PGLYRP2;APAF1;ITGB3;GIMAP4;GLRX;PRDM1;GIMAP5;VPS37B;DHRS1;TEX2;CENPA;SDCBP2;MFSD10;VAMP8;PSTPIP1;SNX2;CCL5;EIF4E2
SMAD3 21741376 ChIP-Seq EPCs Human,15/1272,0.291637124,0.538665761,0,0,1.196091079,1.473877223,DUSP5;CITED2;GALNT2;TRIP4;ARHGAP18;GZMB;PRDM1;DNAJC15;OAZ2;RCBTB2;MAF;SNX9;PLEKHO2;ASB2;ATF6
CDX2 20551321 ChIP-Seq CACO-2 Human,5/360,0.292449409,0.538665761,0,0,1.404478151,1.726754746,CITED2;RIN3;BID;CDK5RAP3;ACTG1
MYC 22102868 ChIP-Seq CA46 Human Blood BurkittsLymphoma,26/2314,0.293075724,0.538665761,0,0,1.143678161,1.403663952,HIP1;CITED2;ITPR1;AK3;ABRACL;FOXO3;ICAM1;ADGRE5;RNF138;CHMP1B;PMVK;IL12RB1;NMB;TPI1;GALNT2;NBEAL2;UBE2G2;DUSP7;DUS2;RNF125;SPATA13;ZYX;MXD1;EIF4E2;ASB2;TMEM229B
GATA3 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma,15/1277,0.296778475,0.544093871,0,0,1.191030968,1.446827847,NARF;DGAT1;ITPR1;GLRX;CROT;CENPA;PNRC2;ID2;ORMDL3;PMVK;NUCB1;JAK2;MXD1;ATF6;CDK5RAP3
PPARG 19300518 ChIP-PET 3T3-L1 Mouse,3/191,0.298721692,0.546276948,0,0,1.588616481,1.91943464,HSD11B1;DGAT1;ORMDL3
SOX2 18555785 ChIP-Seq MESCs Mouse,5/365,0.302157498,0.550548321,0,0,1.384615385,1.657117221,CTSA;CITED2;ID2;AK3;TMEM154
CEBPA 23403033 ChIP-Seq LIVER Mouse,6/454,0.302574077,0.550548321,0,0,1.335972018,1.59705989,GBP7;ORMDL3;RANBP10;LZTFL1;ICAM1;TMEM154
E2F1 20622854 ChIP-Seq HELA Human,18/1567,0.304430058,0.552202935,0,0,1.165296292,1.385903092,DGAT1;UBE2G2;PRDM1;ICAM1;MFSD10;LPCAT4;CCL5;ORMDL3;EHBP1L1;PMVK;ANXA6;S100A6;NUCB1;PGLYRP1;IL12RB1;S100A11;SIPA1;S100A10
CTCF 27219007 Chip-Seq ERYTHROID Human,19/1663,0.305698941,0.552202935,0,0,1.159293463,1.37394188,DUSP5;TPI1;CSF1;GALNT2;HIP1R;SLC2A3;RHOC;FOXO3;ICAM1;DOK2;GNA15;MAF;S100A6;S100A4;PLEKHO2;ATF6;S100A11;MYO1F;S100A10
EOMES 21245162 ChIP-Seq HESCs Human,10/820,0.305765261,0.552202935,0,0,1.233918129,1.462115975,DUSP5;NPC2;ORMDL3;EPSTI1;RANBP10;EFHD2;TRIP4;PPM1J;DNAJC15;SNTB2
E2F1 26619117 ChIP-Seq Hepatocytes Mouse Liver,30/2717,0.307823172,0.554540008,0,0,1.123908142,1.324222038,ITPR1;LITAF;CENPA;ICAM1;ACTG1;SNX2;EFHD2;CTSD;CDK5RAP3;S100A11;CTSA;ENTPD1;TPI1;IFNGR1;TMEM120A;VPS37B;TEX2;DNAJC15;MFSD10;VAMP8;TPST2;PINK1;RNF125;PRPF18;MAF;ZYX;NUCB1;RIN3;ATF6;SIPA1
SETDB1 19884255 ChIP-Seq MESCs Mouse,17/1478,0.309724392,0.554897812,0,0,1.166066359,1.366714237,APAF1;F2R;TRIP4;SLC2A3;GLRX;ARPC5;CENPA;SDCBP2;RAP1B;GNA15;ID2;ZYX;RAB19;RIN3;BAK1;CDK5RAP3;SIPA1
BCOR 27268052 Chip-Seq Bcells Human,18/1573,0.310119032,0.554897812,0,0,1.16041836,1.358616751,DUSP5;DGAT1;HPCAL1;NBEAL2;PRDM1;LITAF;ASRGL1;ICAM1;MFSD10;GNA15;PODNL1;NPC2;CCL5;ORMDL3;S100A6;CIR1;PGLYRP1;BID
MYCN 18555785 ChIP-Seq MESCs Mouse,19/1668,0.310314754,0.554897812,0,0,1.155460031,1.352082539,HIP1;NARF;WIPF1;CITED2;ITPR1;DHRS1;HIF1A;LYST;SORL1;PLD3;PNRC2;CLN3;SESN1;HLTF;ORMDL3;EFHD2;BAK1;JAK2;SNTB2
SMAD4 21741376 ChIP-Seq HESCs Human,21/1862,0.31374527,0.558866799,0,0,1.144444208,1.326609817,DUSP5;CSF1;APLP2;ARHGAP18;NBEAL2;SLC2A3;PRDM1;FOXO3;DNAJC15;OAZ2;RGS3;MAF;ID2;EPSTI1;NCK2;EFHD2;SNX9;BAK1;CDK5RAP3;S100A10;SLAMF1
ERG 21242973 ChIP-ChIP JURKAT Human,4/283,0.314257757,0.558866799,0,0,1.427913101,1.652869025,ORMDL3;CD7;AK3;DUSP7
KDM2B 26808549 Chip-Seq REH Human,16/1389,0.315168586,0.558866799,0,0,1.167041388,1.347521526,WIPF1;CITED2;SH2D1A;SH2D3C;SLA;LZTFL1;ACTG1;RNF125;MAF;SPATA13;EHBP1L1;CD7;NCK2;OSTF1;BAK1;CCR5
SOX11 22085726 ChIP-Seq ESNs Mouse,17/1484,0.315613481,0.558866799,0,0,1.160917228,1.338812672,ANXA2;CITED2;ITPK1;SLA;WDR45;CENPA;VAMP8;RNF138;DDT;SPATA13;ANXA6;SIDT1;NCK2;IL12RB1;EIF4E2;CTSD;CDK5RAP3
PHF8 20622854 ChIP-Seq HELA Human,18/1581,0.317754162,0.561288374,0,0,1.153972707,1.323003478,UBE2H;DGAT1;HIP1R;AK3;NBEAL2;DNAJC15;LIME1;SDCBP2;ASRGL1;ICAM1;MFSD10;GNA15;ORMDL3;S100A6;EFHD2;NUCB1;SIPA1;S100A10
OCT4 19829295 ChIP-Seq ESCs Human,18/1583,0.319671507,0.562028242,0,0,1.15237159,1.31423526,HIP1;TRAFD1;SLC2A3;GIMAP5;LITAF;CENPA;GIMAP7;ASRGL1;ICAM1;RCBTB2;CLN3;RGS3;ORMDL3;EHBP1L1;PMVK;EFHD2;UNC119;CDK5RAP3
SOX9 26525672 Chip-Seq HEART Mouse,15/1299,0.3197213,0.562028242,0,0,1.169234655,1.333284824,DUSP5;KDM4A;CITED2;ITGB3;ITPK1;ARHGAP18;HSD11B1;ID2;HLTF;PMVK;ANXA6;NCK2;RIN3;ASB2;CDK5RAP3
GATA6 21074721 ChIP-Seq CACO-2 Human,18/1585,0.321592175,0.56353462,0,0,1.15077456,1.30552045,KDM4A;GBP7;CSF1;GALNT2;RHOC;LYST;PNRC2;HSD11B1;PINK1;PRPF18;PMVK;S100A6;EFHD2;GBP2;ATF6;S100A11;S100A10;SLAMF1
ESR1 21235772 ChIP-Seq MCF-7 Human,3/200,0.323304483,0.56353462,0,0,1.515344379,1.71106736,CROT;CTSD;VAMP5
CDX2 21074721 ChIP-Seq CACO-2 Mouse,18/1587,0.323516115,0.56353462,0,0,1.149181602,1.296858736,KDM4A;ENTPD1;GBP7;CSF1;GALNT2;RHOC;LYST;PNRC2;PINK1;PRPF18;PMVK;S100A6;EFHD2;GBP2;ATF6;S100A11;S100A10;SLAMF1
CTNNB1 20615089 ChIP-ChIP FETAL BRAIN Human,5/376,0.323683108,0.56353462,0,0,1.342801852,1.514667469,TPST2;CLN3;APAF1;FOXO3;PLD3
NR0B1 18358816 ChIP-ChIP MESCs Mouse,14/1210,0.325462467,0.565276917,0,0,1.170820297,1.314255305,CITED2;GMFG;ITPK1;GSTT2;NKG7;SLC2A3;OAZ2;ICAM1;ACTG1;PNRC2;ID2;NCK2;BAK1;PGLYRP1
CTCF 20526341 ChIP-Seq ESCs Human,18/1591,0.327373606,0.567239232,0,0,1.146007838,1.279693357,PRELID1;GBP7;ITGB3;TRIP4;SLC2A3;ABCB9;VPS37B;TEX2;LYST;PSTPIP1;PODNL1;CHMP1B;ORMDL3;EHBP1L1;BID;MXD1;CTSD;S100A11
FOXA2 19822575 ChIP-Seq HepG2 Human,28/2553,0.329708993,0.569925545,0,0,1.113746258,1.235751429,HIP1;NARF;CITED2;INPP1;ITGB3;ITPR1;ARHGAP18;DTX1;FURIN;SLA2;HIF1A;LITAF;IRAK2;ANO10;ENTPD1;ANXA2;APLP2;HPCAL1;TEX2;SDCBP2;SORL1;PNRC2;DOK2;RNF125;PRPF18;SPATA13;RIN3;ATF6
SOX9 22984422 ChIP-ChIP TESTIS Rat,Jan-40,0.331291535,0.570194607,0,0,2.546192501,2.812922765,PRELID1
NANOG 21062744 ChIP-ChIP HESCs Human,8/654,0.331583083,0.570194607,0,0,1.235423117,1.363755006,GMFG;APLP2;NCK2;HIP1R;RAB19;SLC2A3;WDR45;OAZ2
P63 20808887 ChIP-Seq KERATINOCYTES Human,18/1598,0.334153976,0.570194607,0,0,1.140492419,1.250154627,KDM4A;ANXA2;ITGB3;HIP1R;AK3;GIMAP4;SLC2A3;SLA2;LITAF;GNA15;SNX2;PODNL1;IRAK2;EPSTI1;PGLYRP1;IL12RB1;CDK5RAP3;S100A11
RUNX2 22187159 ChIP-Seq C42B Human ProstateCancer,2/119,0.334293495,0.570194607,0,0,1.699300699,1.861984857,CXCR3;SNTB2
ARID1A 32646524 ChIP-Seq H9 Human BoneMarrow Lymphoma,2/119,0.334293495,0.570194607,0,0,1.699300699,1.861984857,CXCR3;SNTB2
EWS 26573619 Chip-Seq HEK293 Human,8/656,0.334577001,0.570194607,0,0,1.231481481,1.348334579,DUSP5;APAF1;CITED2;PMVK;RANBP10;ARHGAP18;SNX9;EIF4E2
PAX6 23342162 ChIP-ChIP BETA-FORBRAIN-LENS Mouse,8/658,0.33757543,0.573957288,0,0,1.227564103,1.333093245,L3MBTL3;TBC1D9B;ID2;APLP2;TRIP4;SLC2A3;ARPC5;RHOC
RUNX1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia,4/296,0.343670823,0.582955648,0,0,1.363433044,1.456243282,UBE2H;GALNT2;GLRX;FURIN
SOX2 30713093 ChIP-Seq Epithelial Human Tongue SCC,11/945,0.346439078,0.586281516,0,0,1.175611525,1.246204996,ANXA2;PMVK;ITPR1;TRIP4;ARHGAP18;GLRX;PRDM1;FOXO3;ASB2;ATF6;TMEM154
CTCF 33576154 ChIP-Seq Human HilarLN ProstateCancer,39/3649,0.349678414,0.590387276,0,0,1.086371535,1.141495509,TBC1D9B;FAM89B;CITED2;NGLY1;ITPR1;PPM1J;ABCB9;FOXO3;ICAM1;RGS3;SESN1;CDK5RAP3;NMB;PRELID1;TPI1;DGAT1;APLP2;TMEM120A;ITPK1;F2R;HPCAL1;RHOC;DHRS1;TEX2;SDCBP2;SORL1;DOK2;PINK1;PRPF18;LPCAT4;NPC2;ID2;SPATA13;EHBP1L1;NUCB1;PXMP4;MXD1;ASB2;MYO1F
SALL4 18804426 ChIP-ChIP MESCs Mouse,9/761,0.351810267,0.592608478,0,0,1.193550184,1.246858028,RAP1B;UBE2H;RNF125;CITED2;ID2;ITPK1;PRDM1;S100A10;PNRC2
TFEB 21752829 ChIP-Seq HELA Human,8/668,0.352628394,0.592611607,0,0,1.208333333,1.259494751,CLN3;SNX2;NARF;PMVK;ANXA6;S100A6;ARPC5;DUSP7
PADI4 21655091 ChIP-ChIP MCF-7 Human,10/857,0.354552715,0.594469449,0,0,1.17771702,1.221172706,CLN3;GLIPR1;CITED2;APLP2;CD7;GLRX;CROT;OSTF1;SORL1;PNRC2
TAL1 26923725 Chip-Seq MACROPHAGESS Mouse,Jan-44,0.357695238,0.595387281,0,0,2.308869931,2.373689018,MAF
GLI1 17442700 ChIP-ChIP MESCs Mouse,Jan-44,0.357695238,0.595387281,0,0,2.308869931,2.373689018,GZMB
STAT3 19079543 ChIP-ChIP MESCs Mouse,8/672,0.358674321,0.595387281,0,0,1.200803213,1.231232149,TPST2;RNF125;ORMDL3;UNC119;PRDM1;BID;ASRGL1;ICAM1
CREM 20920259 ChIP-Seq GC1-SPG Mouse,49/4643,0.358959248,0.595387281,0,0,1.074096071,1.100461277,HIP1;NARF;NGLY1;RCBTB2;ACTG1;CHMP1B;SESN1;NCK2;JAK2;CDK5RAP3;DUSP5;DGAT1;APLP2;TRAFD1;VPS37B;TEX2;ASRGL1;LZTFL1;DUSP7;TPST2;NPC2;EIF4E2;L3MBTL3;TBC1D9B;INPP1;GSTT2;PPM1J;FOXO3;HIF1A;OAZ2;PLD3;RAP1B;RNF138;HLTF;ORMDL3;PMVK;ANO10;SNX9;UBE2H;TMEM120A;UBE2G2;ARPC5;SNX20;PNRC2;PINK1;LPCAT4;ID2;MXD1;SNTB2
AR 27270436 ChIP-Seq VCaP Human Prostate Carcinoma,38/3565,0.359200591,0.595387281,0,0,1.082257856,1.108096002,L3MBTL3;PGLYRP2;TBC1D9B;NARF;FAM89B;CITED2;INPP1;ITPR1;ARHGAP18;AK3;SLC2A3;FURIN;ABCB9;PRDM1;GIMAP5;FOXO3;RCBTB2;RGS3;ADGRE5;SESN1;CCR5;JAK2;S100A11;S100A10;SLAMF1;DUSP5;TRIP4;ARPC5;SORL1;ASRGL1;TMEM154;RNF125;RAET1E;PRPF18;ID2;SELENOP;CD226;ATF6
CEBPB 23403033 ChIP-Seq LIVER Mouse,4/304,0.361818891,0.598361082,0,0,1.326530612,1.348566267,INPP1;HLTF;LZTFL1;TMEM154
NR4A2 19515692 ChIP-ChIP MN9D Mouse,2/128,0.366883428,0.605357656,0,0,1.577200577,1.581476551,ITPR1;PLD3
KLF4 19030024 ChIP-ChIP MESCs Mouse,13/1157,0.373185156,0.614359237,0,0,1.13368984,1.117456065,CITED2;ITPK1;GSTT2;SLC2A3;VPS37B;LITAF;SYTL2;ACTG1;PNRC2;RAP1B;CLN3;RNF125;ID2
PIAS1 25552417 ChIP-Seq VCAP Human,7/589,0.3756397,0.61624806,0,0,1.197639015,1.17263811,DUSP5;TBC1D9B;CITED2;SLA;FURIN;PRDM1;SORL1
PRDM5 23873026 ChIP-Seq MEFs Mouse,10/873,0.376030153,0.61624806,0,0,1.154906385,1.129597704,SH3BGRL;UBE2H;RGS3;DGAT1;CITED2;SESN1;ZYX;AK3;BAK1;FOXO3
CTCF 33576154 ChIP-Seq Human PerigastricLN ProstateCancer,25/2328,0.383628674,0.627284723,0,0,1.085354507,1.039856651,HIP1;FAM89B;CITED2;PPM1J;ICAM1;RGS3;CDK5RAP3;NMB;TPI1;DGAT1;ITPK1;HPCAL1;UBE2G2;RHOC;SDCBP2;SORL1;DUSP7;DOK2;PINK1;PRPF18;MAF;LPCAT4;ZYX;ASB2;MYO1F
FOXA1 25552417 ChIP-Seq VCAP Human,18/1650,0.385496965,0.628923138,0,0,1.101001939,1.049499225,FAM89B;CITED2;ITPR1;SLC2A3;FURIN;PRDM1;FOXO3;HIF1A;LZTFL1;PNRC2;RAP1B;RNF125;RNF138;PMVK;BAK1;CCR5;S100A11;SIPA1
MEF2A 21415370 ChIP-Seq HL-1 Mouse,8/691,0.387527612,0.630818489,0,0,1.166239629,1.105558055,GALNT2;APLP2;HLTF;ORMDL3;EHBP1L1;ITPR1;ATF6;SNTB2
RUNX1 26923725 Chip-Seq MACROPHAGESS Mouse,Jan-49,0.389245623,0.632197589,0,0,2.067839196,1.951098741,GALNT2
CEBPB 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse,16/1461,0.390193175,0.632321975,0,0,1.104558447,1.039514693,ANXA2;GALNT2;APLP2;ITPR1;ABCB9;LITAF;SNX20;SNX2;RGS3;MAF;SPATA13;NCK2;OSTF1;BID;MXD1;EIF4E2
RAC3 21632823 ChIP-Seq H3396 Human,17/1559,0.391444502,0.63293699,0,0,1.099934086,1.031640863,HIP1;IL10RA;ITPK1;TRIP4;TRAFD1;GLRX;FURIN;ASRGL1;HSD11B1;GNA15;PINK1;GPR171;SPATA13;HLTF;BAK1;S100A10;CCR2
TRIM28 19339689 ChIP-ChIP MESCs Mouse,24/2241,0.392692913,0.633544567,0,0,1.081498339,1.010906092,TPI1;CSF1;DGAT1;CITED2;GALNT2;APLP2;AK3;GLRX;CROT;UBE2G2;ARPC5;VPS37B;DHRS1;HIF1A;ACTG1;PINK1;ID2;NCK2;RIN3;SNX9;OSTF1;BID;VAMP5;SNTB2
SMAD3 21741376 ChIP-Seq HESCs Human,11/984,0.396276058,0.6379078,0,0,1.126157577,1.042421224,DUSP5;MAF;EPSTI1;EFHD2;ARHGAP18;SNX9;NBEAL2;PRDM1;BAK1;DNAJC15;SLAMF1
GATA3 21867929 ChIP-Seq TH1 Mouse,15/1372,0.39860377,0.640038583,0,0,1.10197375,1.013581586,DUSP5;TBC1D9B;CITED2;IL10RA;F2R;HPCAL1;GIMAP4;UBE2G2;RHOC;GLIPR1;CCL5;HLTF;ZYX;JAK2;S100A10
IRF4 20064451 ChIP-Seq CD4+T Mouse,9/795,0.400244513,0.640038583,0,0,1.139882499,1.043767191,KDM4A;NMB;GBP7;PRPF18;ID2;IL10RA;SPATA13;GIMAP4;OSTF1
CBP 20019798 ChIP-Seq JUKART Human,9/795,0.400244513,0.640038583,0,0,1.139882499,1.043767191,KDM4A;NMB;GBP7;PRPF18;ID2;IL10RA;SPATA13;GIMAP4;OSTF1
SPI1 26923725 Chip-Seq HPCs Mouse,16/1473,0.402962585,0.642968872,0,0,1.094745009,0.995026397,GALNT2;TRAFD1;GIMAP5;TEX2;LITAF;CENPA;PINK1;RAET1E;RGS3;PLEKHO2;PGLYRP1;CCR5;EIF4E2;VAMP5;SIPA1;TMEM229B
SPI1 20517297 ChIP-Seq HL60 Human,11/990,0.404003606,0.643216267,0,0,1.118898995,1.014093377,DUSP5;GNA15;IFNGR1;HPCAL1;ANXA6;ANO10;NUCB1;SLC2A3;PRDM1;PGLYRP1;SYTL2
TOP2B 26459242 ChIP-Seq MCF-7 Human,17/1575,0.407983383,0.648131151,0,0,1.087684225,0.97514027,UBE2H;TBC1D9B;HIP1;APAF1;GALNT2;SLA;TRAFD1;ARHGAP18;PPM1J;PRDM1;DNAJC15;LYST;PRPF18;RGS3;MAF;SESN1;OSTF1
FOXA1 21572438 ChIP-Seq LNCaP Human,17/1578,0.411092078,0.651643774,0,0,1.085415332,0.964866995,DUSP5;SLC2A3;DNAJC15;SNX20;SDCBP2;LZTFL1;MFSD10;TMEM154;SNX2;PODNL1;RGS3;EPSTI1;RANBP10;SIDT1;CD226;JAK2;TMEM229B
ETS1 21867929 ChIP-Seq TH2 Mouse,16/1483,0.413634178,0.654244908,0,0,1.086689784,0.959300753,CTSA;HIP1;DGAT1;WIPF1;GMFG;UBE2G2;DNAJC15;LITAF;ASRGL1;LZTFL1;MFSD10;RNF125;CCL5;EHBP1L1;JAK2;GBP2
NANOG 18692474 ChIP-Seq MESCs Mouse,23/2172,0.418240243,0.659360314,0,0,1.067302358,0.930366683,ENTPD1;ITGB3;ITPK1;ITPR1;HIP1R;GSTT2;SLC2A3;GLRX;TEX2;CENPA;SDCBP2;OAZ2;HSD11B1;RAP1B;PINK1;RNF125;RNF138;ID2;CHMP1B;NCK2;OSTF1;ATF6;S100A10
SMARCD1 25818293 ChIP-Seq ESCs Mouse,18/1683,0.418684717,0.659360314,0,0,1.077220077,0.937867771,ENTPD1;IFNGR1;ITPR1;TRIP4;SLA;DNAJC15;LYST;LITAF;SYTL2;PODNL1;SESN1;SPATA13;HLTF;NCK2;EFHD2;ATF6;S100A11;KLRG1
ETV1 20927104 ChIP-Seq GIST48 Human,17/1588,0.421467294,0.662187766,0,0,1.077914941,0.931332628,KDM4A;CSF1;GALNT2;HPCAL1;LYST;PNRC2;PINK1;ID2;PMVK;S100A6;NCK2;EFHD2;GBP2;ATF6;S100A11;S100A10;SLAMF1
XRN2 22483619 ChIP-Seq HELA Human,14/1296,0.422304319,0.662187766,0,0,1.087229296,0.93722328,TPI1;CITED2;SH2D3C;ITPR1;TRAFD1;TEX2;CENPA;ACTG1;PNRC2;RNF125;ID2;UNC119;PXMP4;SIPA1
NR3C2 34362910 ChIP-Seq WistarRat Hippocampus,16/1496,0.427534762,0.668944477,0,0,1.076380729,0.914621887,KDM4A;L3MBTL3;HIP1;ITPR1;TRIP4;ARPC5;FOXO3;LYST;SDCBP2;LZTFL1;PLD3;RGS3;RANBP10;RIN3;SNX9;BAK1
PGR 26153859 ChIP-Seq MCF-7 Human BreastCancer,9/816,0.430307094,0.670481823,0,0,1.108993947,0.935165971,DUS2;TBC1D9B;RGS3;CSF1;IFNGR1;PMVK;PPM1J;DHRS1;SNTB2
POU5F1 18358816 ChIP-ChIP MESCs Mouse,6/526,0.430364366,0.670481823,0,0,1.146708961,0.966816775,ENTPD1;MAF;ID2;ITPK1;NCK2;OSTF1
RBPJ 21746931 ChIP-Seq IB4 Human,17/1598,0.43185682,0.671366278,0,0,1.070509431,0.898865212,KDM4A;GBP7;CSF1;GALNT2;HPCAL1;LYST;PNRC2;HSD11B1;PINK1;PMVK;S100A6;EFHD2;GBP2;ATF6;S100A11;S100A10;SLAMF1
MYC 19079543 ChIP-ChIP MESCs Mouse,11/1013,0.433668778,0.672742591,0,0,1.091879733,0.912237369,NMB;TPI1;RGS3;RNF138;NPC2;GSTT2;SLC2A3;DHRS1;DNAJC15;ICAM1;ACTG1
FOXP2 21765815 ChIP-ChIP NEURO2A Mouse,8/726,0.440836509,0.682403637,0,0,1.107358403,0.907016449,CITED2;EPSTI1;HPCAL1;SLC2A3;VPS37B;ASB2;SYTL2;PNRC2
SMAD1 18555785 ChIP-Seq MESCs Mouse,5/436,0.442222271,0.683092274,0,0,1.152299363,0.940210193,F2R;SLC2A3;LIME1;ICAM1;TMEM154
IRF8 22096565 ChIP-ChIP GC-B Human,2/150,0.443635068,0.683819659,0,0,1.341250341,1.090105203,CHMP1B;EPSTI1
ESR1 20056654 ChIP-Seq MCF-7 Human BreastCancer,9/827,0.446026274,0.686048888,0,0,1.093447177,0.882824558,PGLYRP2;RGS3;WIPF1;TMEM120A;EHBP1L1;SH2D3C;PPM1J;ASB2;S100A10
GABPA 29892750 ChIP-Seq EML Mouse BoneMarrow,3/246,0.447205135,0.686407881,0,0,1.225606317,0.986291823,PRPF18;VPS37B;SLAMF1
LMO2 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse,16/1517,0.450014197,0.68926225,0,0,1.060104858,0.846468444,GALNT2;GMFG;APLP2;ITGB3;TRAFD1;ABCB9;PRDM1;GIMAP5;RCBTB2;RAP1B;PRPF18;CD7;ANO10;SNX9;BID;MYO1F
AR 19668381 ChIP-Seq PC3 Human,29/2803,0.452208136,0.689301463,0,0,1.040897726,0.826069683,HIP1;NARF;CSF1;WIPF1;NGLY1;DTX1;RAP1B;GLIPR1;SH3BGRL;RGS3;RNF138;PMVK;EPSTI1;NCK2;IL12RB1;DUSP5;GALNT2;ITPK1;HPCAL1;SORL1;DUSP7;TMEM154;DOK2;MAF;ID2;CD7;CD226;ASB2;ATF6
TET1 21490601 ChIP-Seq MESCs Mouse,17/1618,0.452650187,0.689301463,0,0,1.055975944,0.837004196,ANXA2;CITED2;GALNT2;ITGB3;TRIP4;AK3;PRDM1;ICAM1;MFSD10;DUSP7;VAMP8;GNA15;SPATA13;S100A6;EFHD2;ATF6;TMEM229B
CDX2 22108803 ChIP-Seq LS180 Human,17/1619,0.453689587,0.689301463,0,0,1.055258795,0.834015392,ANXA2;TMEM120A;RHOC;FOXO3;SDCBP2;ASRGL1;RAET1E;RGS3;RNF138;IRAK2;NPC2;CHMP1B;EPSTI1;RANBP10;SIDT1;ANO10;SLAMF1
AR 27623747 ChIP-Seq 22Rv1 Mouse Prostate Carcinoma,29/2805,0.453837603,0.689301463,0,0,1.040025616,0.82163672,SLA;ABCB9;TAPBPL;PRDM1;GIMAP5;FOXO3;GIMAP7;RGS3;IGSF23;RNF138;PMVK;ANXA6;S100A10;NMB;DGAT1;IFNGR1;TMEM120A;NKG7;ARPC5;SORL1;TMEM154;DUS2;RNF125;S100A6;ASB2;ATF6;VAMP5;SIPA1;TMEM229B
